poi_name,category,source_keyword,address,distance,lat,lng,telephone,pet_friendly_status,confidence_level,evidence_source,evidence_text,suitable_pet_size,space_type,crowd_level,pet_stress_level,risk_note,transaction_action,route_role
Yes Lemon就是柠·手打柠檬茶(南京新世界百货店),美食;其他,新街口 茶饮,江苏省南京市玄武区新街口街道珠江路88号102-1号,1880,32.055995,118.79439,17612580787,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,室内/商场,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00；室内区域是否允许携宠需确认,出发前确认,候选节点
1点点(丹凤街店),美食;其他,新街口 茶饮,江苏省南京市玄武区丹凤街73号101室,2413,32.061703,118.793462,(025)52207279,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
1点点(成贤街店),美食;其他,新街口 茶饮,成贤街115号,2514,32.058362,118.801883,(025)86667531,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
茉沏(南京成贤街店),美食;其他,新街口 茶饮,新街口街道-南京市-玄武区江苏省南京市玄武区成贤街103号,2484,32.058031,118.801831,18066112795,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
交通银行24小时自助银行(新街口支行),金融;atm,新街口 茶饮,江苏省南京市鼓楼区中山路55号,1180,32.050753,118.79025,,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
Wagas沃歌斯(新街口金鹰店),美食;小吃快餐店,新街口 轻食,汉中路101号金鹰新街口店B座1楼010,709,32.04762,118.786224,(025)52208677,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
和食佬餐厅(新街口店),美食;中餐厅,新街口 轻食,羊皮巷24号金蝶广场三楼,729,32.04264,118.791713,,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
鲜满堂米线(新街口店),美食;小吃快餐店,新街口 轻食,汉中路慈悲社1号（新街口金鹰对面）,846,32.049033,118.785318,"(025)58391109,13770839332",待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
洋葱咖喱(大洋百货新街口店),美食;小吃快餐店,新街口 轻食,中山南路122号大洋百货B1楼,676,32.045088,118.78988,"(025)84738682,18252455985",待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,室内/商场,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00；室内区域是否允许携宠需确认,出发前确认,候选节点
柒宝酱(南京D9街区店),美食;小吃快餐店,新街口 轻食,杨将军巷9号D9街区曼度广场东门四楼耘集A04,1918,32.051819,118.800415,18351983382,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,小型犬/中型犬,商业街区,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
三米粥铺(新街口店),美食;小吃快餐店,新街口 轻食,华侨路街道南医大青教学生公寓峨眉岭菜场旁,1380,32.052189,118.776653,18120128111,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
和熟·巴斯克芝士蛋糕(新街口地铁店),美食,新街口 轻食,朝天宫街道新街口地铁站一号线三号右转地铁商铺C42号黄记玉米汁隔壁,790,32.046213,118.790369,,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
盼大喵·旋转自助小火锅(新街口IFCX店),美食;其他,新街口 轻食,汉中路1号新街口东方福来德5楼F5-03,811,32.046994,118.789759,,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
俞香记自选餐厅(石鼓路店),美食;中餐厅,新街口 轻食,石鼓路89-1号(上海路地铁站1号口步行410米),554,32.046418,118.785055,,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
常乐轻食,美食;小吃快餐店,新街口 轻食,集庆门大街157-5号,3010,32.032938,118.753806,18068840589,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
拾味人间粤菜淮扬菜(新街口店),美食,新街口 轻食,南京市建邺区忠字街应天产业园,3007,32.021527,118.762586,,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
BRO'S TACOS塔克饼和披萨清真,美食;外国餐厅,新街口 轻食,新街口街道丹凤街卫巷1号（珠江路地铁站3号口步行410米）,2107,32.058324,118.794375,13347830082,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
适绿轻食(汉中门店),美食;小吃快餐店,新街口 轻食,凤凰街永鲜生活菜场,1706,32.049352,118.768549,,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
开运·吃货大全土菜馆(应天大街店),美食;中餐厅,新街口 轻食,江苏省南京市建邺区应天大街835-10号,3464,32.023372,118.7542,(025)57667777,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
廣東阿生魚撈·斑魚海鮮粥火鍋(三牌楼店),美食;中餐厅,新街口 轻食,马台街将军庙40号5号店铺,4493,32.081375,118.776438,13382049697,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
海底捞火锅(新街口新百店),美食;中餐厅,新街口 餐厅,中山南路1号新百A座8楼（近1号线新街口地铁站8号口）,908,32.047115,118.791107,(025)86883331,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
晶丽海鲜自助餐厅(新街口IFCX店),美食;其他,新街口 餐厅,汉中路1号国际金融中心-IFCX6楼,809,32.047157,118.789503,"(025)86665677,15380835187",待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
懒生活餐厅(新街口店),美食;中餐厅,新街口 餐厅,华侨路慈悲社5-2号05幢101室(鼓楼房产局停车院正对门),1181,32.051956,118.786313,(025)86563466,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
萨莉亚意式餐厅(石鼓路店),美食;外国餐厅,新街口 餐厅,江苏省南京市秦淮区石鼓路33号环亚广场新街口店2楼203号,574,32.044884,118.788712,(025)82229762,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
新白鹿餐厅(金鹰新街口店),美食;中餐厅,新街口 餐厅,汉中路101号金鹰新街口店B座8楼8003,703,32.047711,118.785543,(025)89665576,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
冯三孃跷脚牛肉(新街口店),美食;中餐厅,新街口 餐厅,丰富路203号,509,32.044226,118.788444,18014456799,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
Roommate·美式餐酒馆(新街口店),美食;外国餐厅,新街口 餐厅,石鼓路58-2号（多园青年旅舍门牌楼上）,603,32.045516,118.788415,"(025)85301903,18014851952",待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
鸽味轩(新街口店),美食;中餐厅,新街口 餐厅,朝天宫街道中山南路146号（新街口地铁站14号口步行230米）,595,32.043392,118.790008,(025)83765677,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
Jack‘s Place杰克地方西餐厅(新街口店),美食;外国餐厅,新街口 餐厅,朝天宫街道王府大街35号(王府大街与石鼓路交叉口),520,32.045614,118.786735,13813953757,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
阿猜泰式大排档(新街口店),美食;外国餐厅,新街口 餐厅,新街口洪武路137号,949,32.043147,118.793988,(025)85705170,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
南京大牌档(新街口友谊店),美食;中餐厅,新街口 餐厅,汉中路27号友谊广场5楼(金陵饭店对面),801,32.047868,118.788092,(025)85620677,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
汉堡王(新街口店),美食;小吃快餐店,新街口 餐厅,江苏省南京市秦淮区中山南路122号大洋百货F1,633,32.045026,118.789382,(025)84203683,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
周瓜娃(新街口店),美食;中餐厅,新街口 餐厅,石鼓路121号（近金鹰购物中心）,606,32.046955,118.784027,(025)58789678,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
